Key,polish
perkFlurryOfBlows3,"Clubs, knuckles, knives, swords and stun batons attack [decea3]25%[-] faster. With all melee weapons every kill adds [decea3]20[-] stamina"
perkLightArmorRank1Desc,"Reduce light armor movement penalty by [decea3]15%[-] and stamina penalty by [decea3]10%[-]. Improve durability by [decea3]50%[-]"
perkLightArmorRank2Desc,"Reduce light armor movement penalty by [decea3]30%[-] and stamina penalty by [decea3]20%[-]. Improve durability by [decea3]100%[-]"
perkLightArmorRank3Desc,"Reduce light armor movement penalty by [decea3]50%[-] and stamina penalty by [decea3]35%[-]. Improve durability by [decea3]150%[-]"
perkLightArmorRank4Desc,"Reduce light armor movement penalty by [decea3]75%[-] and stamina penalty by [decea3]50%[-]. Improve durability by [decea3]200%[-]"
perkParkourRank1Desc,"Reduce stamina cost of jumping by [decea3]10%[-], increase safe fall distance by [decea3]1[-] meter"
perkParkourRank2Desc,"Reduce stamina cost of jumping by [decea3]20%[-], increase safe fall distance by [decea3]2[-] meters, can jump [decea3]1[-] meter higher"
perkParkourRank3Desc,"Reduce stamina cost of jumping by [decea3]30%[-], increase safe fall distance by [decea3]4[-] meters and never get a broken leg when falling"
perkParkourRank4Desc,"Reduce stamina cost of jumping by [decea3]40%[-], increase safe fall distance by [decea3]5[-] meters, can jump [decea3]2[-] meters higher, and never get a sprained or broken leg when falling"
perkCharismaticNatureRank1Desc,"Nearby allies gain [decea3]20[-] health and stamina"
perkCharismaticNatureRank2Desc,"Nearby allies gain [decea3]20%[-] block and melee damage"
perkCharismaticNatureRank3Desc,"Nearby allies gain [decea3]10%[-] resistance against all damage sources, take [decea3]50%[-] less damage from bleeding and bleed [decea3]50%[-] slower."
perkCharismaticNatureRank4Desc,"Nearby allies gain [decea3]+1[-] to all attributes"
perkAdvancedEngineeringRank1Desc,"Forges craft [decea3]20%[-] faster. Crafting glue requires less resources"
perkAdvancedEngineeringRank2Desc,"Workbenches and cement mixers and craft [decea3]20%[-] faster"
perkAdvancedEngineeringRank3Desc,"Gain [decea3]20%[-] EXP from electrical trap kills. All forge recipes cost [decea3]10%[-] less, crafting Forged Steel and electrical devices costs [decea3]15%[-] less"
perkAdvancedEngineeringRank4Desc,"Gain [decea3]35%[-] EXP from electrical trap kills. All forge recipes cost [decea3]15%[-] less, crafting Forged Steel and electrical devices costs [decea3]25%[-] less"
perkAdvancedEngineeringRank5Desc,"Gain [decea3]50%[-] EXP from electrical trap Kills. All forge recipes cost [decea3]20%[-] less, crafting Forged Steel and electrical devices costs [decea3]35%[-] less"
perkWasteTreasuresClothDesc,"Crafting cloth requires [decea3]25%[-] less cotton"
perkWasteTreasuresClothLongDesc,"Crafting cloth requires [decea3]25%[-] less cotton"
perkUrbanCombatCigarDesc,"Have a [decea3]5%[-] higher influence on negotiating a trade"
perkUrbanCombatCigarLongDesc,"Have a [decea3]5%[-] higher influence on negotiating a trade"
ulmPerkEfficientPackerName,"Meticulous Packer"
ulmPerkEfficientPackerDesc,"Meticulous packing skills allow you to effectively and orderly use your very limited backpack space, allowing you to carry more with the same amount of space available."
ulmPerkEfficientPacker1,"Pack things in your backpack more effectively, allowing you to carry [decea3]20[-] units more in your backpack"
ulmPerkEfficientPacker2,"Pack things in your backpack more effectively, allowing you to carry [decea3]40[-] units more in your backpack"
ulmPerkEfficientPacker3,"Pack things in your backpack more effectively, allowing you to carry [decea3]60[-] units more in your backpack"
ulmPerkEfficientPacker4,"Pack things in your backpack more effectively, allowing you to carry [decea3]80[-] units more in your backpack"
ulmPerkEfficientPacker5,"Pack things in your backpack more effectively, allowing you to carry [decea3]100[-] units more in your backpack"
ulmPerkDroneSpecialistName,"Drone Specialist"
ulmPerkDroneSpecialistDesc,"Learn how to fine tune and recalibrate drone servos allowing it to carry more cargo weight."
ulmPerkDroneSpecialist1,"Drone carry weight limit increased by [decea3]25%[-] units"
ulmPerkDroneSpecialist2,"Drone carry weight limit increased by [decea3]50%[-] units"
ulmPerkDroneSpecialist3,"Drone carry weight limit increased by [decea3]100%[-] units"
ulmPerkDroneSpecialist4,"Drone carry weight limit increased by [decea3]150%[-] units"
ulmPerkDroneSpecialist5,"Drone carry weight limit increased by [decea3]200%[-] units"
ulmPerkGiftOfLifeName,"Gift of Life"
ulmPerkGiftOfLifeDesc,"A combination of genetics and healthy habits allows you to attain better physical health and as a result your maximum health can be increased."
ulmPerkGiftOfLife1,"Instantly gain [decea3]+5[-] to your maximum health"
ulmPerkGiftOfLife2,"Instantly gain [decea3]+10[-] to your maximum health"
ulmPerkGiftOfLife3,"Instantly gain [decea3]+15[-] to your maximum health"
ulmPerkGiftOfLife4,"Instantly gain [decea3]+20[-] to your maximum health"
ulmPerkGiftOfLife5,"Instantly gain [decea3]+25[-] to your maximum health"
perkBarBrawling1BasicMovesDesc,"Deal [decea3]10%[-] more damage with fists, leather, iron and spiked knuckle weapons"
perkBarBrawling2DropABombDesc,"Sprinting power attacks have a high chance of knocking down your opponent"
perkBarBrawling3KillerInstinctDesc,"Gain [decea3]5%[-] damage with each kill, up to [decea3]15%[-]. After [decea3]10[-] seconds without killing anything it downgrades by one level"
perkBarBrawling4FinishingMovesDesc,"Do [decea3]20%[-] extra damage to knocked down and stunned opponents"
perkBarBrawling5AdrenalineHealingDesc,"When in combat health recovers [decea3]1[-] hit point with every punch"
perkBarBrawling6RageModeDesc,"After getting hit brawling attacks are [decea3]20%[-] faster & increase movement speed by [decea3]10%[-]"
perkBarBrawling7BoozedUpDesc,"Drinking beer no longer blurs your vision and your buzz lasts twice as long"
perkBarBrawling8CompleteDesc,"[decea3]7th[-] unarmed strike landed in a short time does [decea3]300%[-] damage"
ulmSkillUtilityName,"Utility"
autoTurret,"SMG Auto Turret"
autoTurretDesc,"A motion sensing auto turret, that uses 10mm SMG ammo."
cntBathTubEmpty,"Bath Tub"
cntBathTubEmptyDesc,"A container for holding water in which a person or animal may take a bath."
cntCollapsedWorkbench,"Destroyed Workbench"
cntCollapsedWorkbenchDesc,"A destroyed, lootable workbench, can't be used to craft things, but can hold some valuables within."
counterSinkCommercial,"Commercial Sink"
forge,"Furnace"
generatorbank,"Generator"
modularRopeTiled,"Rope Tiled"
modularRopeTiledDesc,"[decea3]Can be used to climb up and down.[-] Not very durable compared to ladders."
palletBrownBoxesBase,"Stacked Boxes"
palletBrownBoxesTile,"Staecked Box Pallet"
palletBrownBoxesTile,"Stacked Boxes"
palletBrownBoxesTop,"Boxes"
palletBrownBoxesLoose,"Stacked Boxes"
solarbank,"Solar Array"
tire,"Wheel Tire"
tireDesc,"A rubber tire, that can be used to decorate your garage."
tnt,"Dynamite Pack"
tntDesc,"Dynamite pack can be made from attaching together multiple Dynamite sticks."
wallHungSink,"Wall Sink"
wineBarrel,"Beer Barrel"
wineBarrelDesc,"Used to store beer"
wineBarrelPlayer,"Beer Barrel"
wineBarrelPlayerDesc,"Used to store beer"
wineBarrelPlayerSecure,"Beer Barrel"
wineBarrelPlayerSecureDesc,"Used to store beer"
wineBarrelPlain,"Beer Barrel, Plain"
wineBarrelPlainDesc,"Used to store beer"
wineBarrelPlainPlayer,"Beer Barrel, Plain"
wineBarrelPlainPlayerDesc,"Used to store beer"
wineBarrelPlainPlayerSecure,"Beer Barrel, Plain"
wineBarrelPlainPlayerSecureDesc,"Used to store beer"
wineBarrelSet,"Beer Barrels"
wineBarrelSetDesc,"Used to store beer"
wineBarrelSetPlayer,"Beer Barrels"
wineBarrelSetPlayerDesc,"Used to store beer"
wineBarrelSetPlayerSecure,"Beer Barrels"
wineBarrelSetPlayerSecureDesc,"Used to store beer"
workbench,"Workbench"
workbenchDesc,"A workbench lets you craft more advanced items and blocks than with just your bare hands in your backpack."
cntBarrelPlasticSingle00,"Water Barrel"
cntBarrelPlasticSingle00Desc,"A container for storing water."
cntBarrelPlasticSingle45,"Water Barrel"
cntBarrelPlasticSingle45Desc,"A container for storing water."
cntBarrelPlasticQuadA,"Water Barrel Pallet"
cntBarrelPlasticQuadADesc,"Containers for storing water."
cntBarrelPlasticQuadB,"Water Barrels"
cntBarrelPlasticQuadBDesc,"Containers for storing water."
cntBeerCooler,"Beverage Cooler"
cntBeerCoolerDesc,"Furniture."
cntCar03SedanDamage0v01,"Sedan"
cntCar03SedanDamage0v02,"Sedan"
cntCar03SedanDamage0v03,"Sedan"
cntCar03SedanDamage0v04,"Sedan"
cntCar03SedanDamage0v05,"Sedan"
cntCar03SedanDamage0v06,"Sedan"
cntCar03SedanDamage0v07,"Sedan"
cntCar03SedanDamage0v08,"Sedan"
cntGasPumpEmpty,"[FF1919]Damaged[-] Gas Pump"
cntGasPumpEmptyDesc," "
cntGasPumpFull,"Gas Pump"
cntGasPumpFullDesc," "
cntStoreElectronicsBookShelfSpeaker,"Shelf Speaker"
cntWaterCoolerBottle,"Mineral Water Bottle"
cntWaterCoolerBottleDesc,"Containers for storing clean mineral water."
cntWaterCoolerFull,"Mineral Water Stand"
cntWaterCoolerFullDesc,"Containers for storing clean mineral water."
plantedAloe1,"Aloe Vera Seed"
plantedAloe1Schematic,"Aloe Vera Seed"
plantedBlueberry1,"Blueberry Seed"
plantedBlueberry1Schematic,"Blueberry Seed"
plantedChrysanthemum1,"Chrysanthemum Seed"
plantedChrysanthemum1Schematic,"Chrysanthemum Seed"
plantedCoffee1,"Coffee Seed"
plantedCoffee1Schematic,"Coffee Seed"
plantedCorn1,"Corn Seed"
plantedCorn1Schematic,"Corn Seed"
plantedCotton1,"Cotton Seed"
plantedCotton1Schematic,"Cotton Seed"
plantedGoldenrod1,"Goldenrod Seed"
plantedGoldenrod1Schematic,"Goldenrod Seed"
plantedGraceCorn1,"Super Corn Seed"
plantedGraceCorn1Schematic,"Super Corn Seed"
plantedHop1,"Hops Seed"
plantedHop1Schematic,"Hops Seed"
plantedMushroom1,"Mushroom Seed"
plantedMushroom1Desc,"Plant these mushroom spores on a Farm Plot to make them grow for you to harvest. Unlike most crops, Mushrooms don't require sunlight to grow."
plantedMushroom1Schematic,"Mushroom Seed"
plantedPotato1,"Potato Seed"
plantedPotato1Schematic,"Potato Seed"
plantedPumpkin1,"Pumpkin Seed"
plantedPumpkin1Schematic,"Pumpkin Seed"
plantedtreeGrassSeed1,"Grass Seed"
plantedtreeGrassSeed1Schematic,"Grass Seed"
plantedYucca1,"Yucca Fruit Seed"
plantedYucca1Schematic,"Yucca Fruit Seed"
sectionalPlaidChair,"Old Armchair"
lootHelperDesc,"Will randomly spawn either an [decea3]empty/open[-] or a [decea3]lootable[-] container as defined in blockplaceholders.xml"
cntCabinetBottomRandomLootHelper,"[Cabinet Random Helper]"
cntStoveRandomLootHelper,"[Stove Random Helper]"
cntGasGrillRandomLootHelper,"[Gas Grill Random Helper]"
cntCharcoalGrillRandomLootHelper,"[Charcoal Grill Random Helper]"
cntMicrowaveRandomLootHelper,"[Microwave Random Helper]"
cntRetroFridgeRandomLootHelper,"[Retro Fridge Random Helper]"
cntFridgeStainlessSteelRandomLootHelper,"[Steel Fridge Random Helper]"
cntCoolerRandomLootHelper,"[Cooler Random Helper]"
cntWasherRandomLootHelper,"[Washing Machine Random Helper]"
cntDryerRandomLootHelper,"[Dryer Random Helper]"
cntWasherIndustrialRandomLootHelper,"[Industrial Washer Random Helper]"
cntWasherIndustrialTippedRandomLootHelper,"[Industrial Washer Tipped Random Helper]"
cntLaundryBasketRandomLootHelper,"[Laundry Basket Random Helper]"
cntDomedTrashCanRandomLootHelper,"[Domed Trash Can Random Helper]"
cntBruteStyleTrashCanRandomLootHelper,"[Trash Can Random Helper]"
cntTiltTruckRandomLootHelper,"[Tilt Truck Random Helper]"
cntGasPumpRandomLootHelper,"[Gas Pump Random Helper]"
cntNightstandRandomLootHelper,"[Nightstand Random Helper]"
cntModularClosetRandomLootHelper,"[Garment Bag Random Helper]"
cntMedicineCabinetFaucetRandomLootHelper,"[Medicine Cabinet, Faucet Random Helper]"
cntMedicineCabinetClosedRandomLootHelper,"[Medicine Cabinet Random Helper]"
cntPillCaseRandomLootHelper,"[Medicine Cabinet Random Helper]"
cntWallSafeRandomLootHelper,"[Wall Safe Random Helper]"
cntWallSafeNonPaintingRandomLootHelper,"[Wall Safe, No Painting Random Helper]"
cntDeskSafeRandomLootHelper,"[Desk Safe Random Helper]"
cntPaintingPictureSafeRandomLootHelper,"[Painting, Wall Safe Random Helper]"
cntWoodDesk01RandomLootHelper,"[Wood Desk Random Helper]"
cntMetalDesk02RandomLootHelper,"[Metal Desk Random Helper]"
wallClockRandomLootHelper,"[Wall Clock Random Helper]"
cntFileCabinetShortRandomLootHelper,"[File Cabinet, Short Random Helper]"
cntFileCabinetTallRandomLootHelper,"[File Cabinet, Tall Random Helper]"
cntBathTubsRandomLootHelper,"[Bathtubs Random Helper]"
cntCashRegisterRandomLootHelper,"[Cash Registers Random Helper]"
cntShoppingCartRandomLootHelper,"[Shopping Cart Random Helper]"
cntShoppingBasketRandomLootHelper,"[Shopping Basket Random Helper]"
cntToolBoxRandomLootHelper,"[Toolbox Random Helper]"
cntToolBoxOffsetRandomLootHelper,"[Toolbox Offset Random Helper]"
cntRollingToolBoxRandomLootHelper,"[Rolling Toolbox Random Helper]"
cntUtilityCartRandomLootHelper,"[Utility Cart Random Helper]"
cntStoreShelfSingleBottomFoodRandomLootHelper,"[Store Shelf Single Bot, Food Random Helper]"
cntStoreShelfSingleTopFoodRandomLootHelper,"[Store Shelf Single Top, Food Random Helper]"
cntStoreShelfDoubleBottomFoodRandomLootHelper,"[Store Shelf Double Bot, Food Random Helper]"
cntStoreShelfDoubleTopFoodRandomLootHelper,"[Store Shelf Double Top, Food Random Helper]"
cntStoreShelfSingleBottomHardwareRandomLootHelper,"[Store Shelf Single Bot, Hardware Random Helper]"
cntStoreShelfSingleTopHardwareRandomLootHelper,"[Store Shelf Single Top, Hardware Random Helper]"
cntStoreShelfDoubleBottomHardwareRandomLootHelper,"[Store Shelf Double Bot, Hardware Random Helper]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,"[Store Shelf Double Top, Hardware Random Helper]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,"[Store Shelf Single Bot, Medical Random Helper]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,"[Store Shelf Double Bot, Medical Random Helper]"
cntStoreProduceBasketCornerRandomLootHelper,"[Produce Basket, Corner Random Helper]"
cntStoreProduceBasketRandomLootHelper,"[Produce Basket Random Helper]"
cntDisplayCaseAmmoLeftRandomLootHelper,"[Ammo Display Case, Left Random Helper]"
cntDisplayCaseAmmoMiddleRandomLootHelper,"[Ammo Display Case, Mid Random Helper]"
cntDisplayCaseAmmoRightRandomLootHelper,"[Ammo Display Case, Right Random Helper]"
cntGunRackSmallRandomLootHelper,"[Gun Rack, Small Random Helper]"
cntGunRackLargeRandomLootHelper,"[Gun Rack, Large Random Helper]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,"[Store Shelf Single, Electronics Random Helper]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,"[Store Shelf Double, Electronics Random Helper]"
cntClothesRackRoundRandomLootHelper,"[Clothes Rack, Round Random Helper]"
cntClothesRackRectangleRandomLootHelper,"[Clothes Rack, Rectangle Random Helper]"
cntClothesRackWallRandomLootHelper,"[Clothes Rack, Wall Random Helper]"
cntClothesShelfHalfRandomLootHelper,"[Clothes Shelf Random Helper]"
cntClothesShelfStackRandomLootHelper,"[Clothes Shelf Stack Random Helper]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,"[Store Shelf Double Bot, Shoes Random Helper]"
cntStoreShelfDoubleTopShoesRandomLootHelper,"[Store Shelf Double Top, Shoes Random Helper]"
cntStoreShelfSingleBottomShoesRandomLootHelper,"[Store Shelf Single Bot, Shoes Random Helper]"
cntStoreShelfSingleTopShoesRandomLootHelper,"[Store Shelf Single Top, Shoes Random Helper]"
cntShoesPileRandomLootHelper,"[Shoes Pile Random Helper]"
cntBookcaseGoodRandomLootHelper,"[Bookcase, Good Random Helper]"
cntBookcasePoorRandomLootHelper,"[Bookcase, Poor Random Helper]"
cntBookShelfSingleBottomRandomLootHelper,"[Book Shelf Single Bot Random Helper]"
cntBookShelfSingleTopRandomLootHelper,"[Book Shelf Single Top Random Helper]"
cntBookShelfDoubleBottomRandomLootHelper,"[Book Shelf Double Bot Random Helper]"
cntBookShelfDoubleTopRandomLootHelper,"[Book Shelf Double Top Random Helper]"
cntBookShelfSingleCapBottomRandomLootHelper,"[Book Shelf Cap Bot Random Helper]"
cntBookShelfSingleCapTopRandomLootHelper,"[Book Shelf Cap Top Random Helper]"
cntBookPileRandomLootHelper,"[Book Pile Random Helper]"
cntVendingMachine2RandomLootHelper,"[Vending Machine Random Helper]"
cntLuggageMediumRandomLootHelper,"[Luggage Medium Random Helper]"
cntLuggageBigRandomLootHelper,"[Luggage Big Random Helper]"
cntLuggagePileARandomLootHelper,"[Luggage Pile A Random Helper]"
cntLuggagePileBRandomLootHelper,"[Luggage Pile B Random Helper]"
cntBagsRandomLootHelper,"[Bag/Backpack Random Helper]"
cntArmyTruckRandomLootHelper,"[Army Truck Random Helper]"
cntAmbulanceTruck01RandomLootHelper,"[Ambulance/Air Random Helper]"
cntServiceTruckMoPowerRandomLootHelper,"[Mo Power Truck/Air Random Helper]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,"[Working Stiffs Truck/Air Random Helper]"
cntWastelandRandomLootHelper,"[Wasteland Loot Random Helper]"
cntDesertRandomLootHelper,"[Desert Loot Random Helper]"
cntBurntForestRandomLootHelper,"[Burnt Forest Loot Random Helper]"
cntForestRandomLootHelper,"[Forest Loot Random Helper]"
cntHouseRandomLootHelper,"[House Loot Random Helper]"
cntStreetRandomLootHelper,"[Street Loot Random Helper]"
cntYardRandomLootHelper,"[Yard Loot Random Helper]"
cntGarageRandomLootHelper,"[Garage Loot Random Helper]"
cntConstructionSuppliesRandomLootHelper,"[Construction Loot Random Helper]"
cntStoreCratesRandomLootHelper,"[Store Crate Random Helper]"
cntToolsAndForgeRandomLootHelper,"[Tools/Forge Random Helper]"
cntWorkstationsRandomLootHelper,"[Workstation Random Helper]"
cntWorkstationsBustedRandomLootHelper,"[Workstation, Busted Random Helper]"
cntForgeBustedRandomLootHelper,"[Destroyed Forge Random Helper]"
cntWorkbenchBustedRandomLootHelper,"[Destroyed Workbench Random Helper]"
cntCementMixerBustedRandomLootHelper,"[Destroyed Cement Mixer Random Helper]"
cntChemistryStationBustedRandomLootHelper,"[Destroyed Chemistry Station Random Helper]"
cntQuestRandomLootHelper,"[Quest Loot Random Helper]"
cntQuestNoPHRandomLootHelper,"[Quest Loot, No PH Random Helper]"
cntLockersShortRandomLootHelper,"[Lockers Short Random Helper]"
cntLockersTallRandomLootHelper,"[Lockers Tall Random Helper]"
cntLockersTallDoubleRandomLootHelper,"[Lockers Tall Double Random Helper]"
cntLockersTallMixRandomLootHelper,"[Lockers Mixed 1 Random Helper]"
cntLockersTallMixLinkRandomLootHelper,"[Lockers Mixed 2 Random Helper]"
cntFreezerGroceriesMiddleRandomLootHelper,"[Freezer Middle, Groceries Random Helper]"
cntFreezerGroceriesLeftRandomLootHelper,"[Freezer Left, Groceries Random Helper]"
cntFreezerGroceriesRightRandomLootHelper,"[Freezer Right, Groceries Random Helper]"
cntFreezerBeveragesMiddleRandomLootHelper,"[Freezer Middle, Beverages Random Helper]"
cntFreezerBeveragesLeftRandomLootHelper,"[Freezer Left, Beverages Random Helper]"
cntFreezerBeveragesRightRandomLootHelper,"[Freezer Right, Beverages Random Helper]"
cntFreezerBeveragesStandaloneRandomLootHelper,"[Freezer Standalone, Beverages Random Helper]"
cntCupboardCabinetRedTopLootHelper,"[Cupboard Red Random Helper]"
cntCabinetOldBottomLootHelper,"[Cabinet Old Random Helper]"
carsRandomHelper,"[Cars Random Helper]"
carWrecksRandomHelper,"[Car Wrecks Random Helper]"
cars3WideRandomHelper,"[Cars 3 Wide Random Helper]"
cntCar03SedanDamage0RandomHelper,"[Full Car/Air Random Helper]"
cntCar03SedanDamage1RandomHelper,"[2nd Stage Car/Air Random Helper]"
cntCar03SedanDamage2RandomHelper,"[Wrecked Car/Air Random Helper]"
terrStoneHelper,"[Stone Terrain Helper]"
cntCashRegisterSecure,"Secure Cash Register"
cntFileCabinetShortSecure,"Secure File Cabinet"
cntFileCabinetTallSecure,"Secure File Cabinet"
cntLockersShortSecure,"Secure Lockers"
cntLockersTallSecure,"Secure Lockers"
cntLockersTallDoubleSecure,"Secure Lockers"
cntLockersTallMixSecure,"Secure Lockers"
cntLockersTallMixLinkSecure,"Secure Lockers"
cntToolBoxSecure,"Secure Toolbox"
cntToolBoxOffsetSecure,"Secure Toolbox"
cntRollingToolBoxSecure,"Secure Rolling Toolbox"
cntWoodDesk01Secure,"Secure Wooden Desk"
cntMetalDesk02Secure,"Secure Iron Desk"
ulmBlockConcreteBarrier1VariantHelper,"Concrete Barrier"
ulmBlockTrapGlassBusinessVariantHelper,"Business Glass (Trap)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"A false floor trap that will disintegrate when stepped on."
ulmBlockTVVariantHelper,"TV"
ulmBlockTVVariantHelperDesc,"Doesn't work, but will make you feel more at home."
ulmBlockWoodVariantHelper,"Wood Block"
ulmBlockWoodVariantHelperDesc,"Provides basic protection."
ulmBlockRWoodVariantHelper,"Reinforced Wood Block"
ulmBlockRWoodVariantHelperDesc,"Provides better protection than regular wood blocks."
ulmBlockMRWoodVariantHelper,"Metal Reinforced Wood Block"
ulmBlockMRWoodVariantHelperDesc,"Provides more protection than non-metal reinforced wood blocks."
ulmBlockRScrapIronVariantHelper,"Scrap Iron Block"
ulmBlockRScrapIronVariantHelperDesc,"Provides average protection."
ulmBlockSteelVariantHelper,"Steel Block"
ulmBlockSteelVariantHelperDesc,"Provides excellent protection."
ulmBlockSSteelVariantHelper,"Stainless Steel Block"
ulmBlockSSteelVariantHelperDesc,"Provides superior protection than Steel Blocks."
ulmBlockPewSegmentVariantHelper,"Pew Segment"
ulmBlockRopeVariantHelper,"Rope (Climbable)"
ulmCollectorOilPumpActive,"Oil Extractor"
ulmCollectorOilPumpActiveDesc,"Slowly extracts [decea3]Oil Shale[-] from deep within the soil."
ulmCollectorOilPumpHarvest,"Oil Extractor"
ulmCollectorOilPumpHarvestDesc,"Slowly extracts [decea3]Oil Shale[-] from deep within the soil."
ulmCollectorOreActive,"Ore Extractor"
ulmCollectorOreActiveDesc,"Slowly extracts random ore from deep within the soil. Has a small chance to extract [decea3]Titanium Ore[-]"
ulmCollectorOreHarvest,"Ore Extractor"
ulmCollectorOreHarvestDesc,"Slowly extracts random ore from deep within the soil. Has a small chance to extract [decea3]Titanium Ore[-]"
ulmBlockWaterpump,"Water pump"
ulmBlockWaterpumpDesc,"Slowly refills with murky water (1 unit every 1 in-game hour) from deep within the soil, less contaminated by radiation."
ulmCollectorWellWood,"Primitive Water Well"
ulmCollectorWellWoodDesc,"Slowly refills with murky water (1 unit every 2 in-game hours) from deep within the soil, less contaminated by radiation."
ulmContainerBagStarter,"Bug-out Bag"
ulmContainerBagStarterDesc,"Portable kit that contains items one would require to survive for 48 hours in case of emergency. Place it on the ground and punch it to break the seal."
ulmContainerBagStarterLoot,"Bug-out Bag"
ulmContainerBagStarterLootDesc,"Portable kit that contains items one would require to survive for 48 hours in case of emergency."
ulmContainerBirdnestEmpty,"Birdnest\n[808080](Looted)[-]"
ulmContainerBirdnestEmptyDesc,"Ransacked empty birdnest"
ulmContainerCarPickupTruck,"Abandoned Blue Pickup"
ulmContainerATM1Secure,"ATM"
ulmContainerATM1Insecure,"ATM"
ulmContainerATM2Secure,"ATM"
ulmContainerATM2Insecure,"ATM"
ulmContainerATMStandingRandomHelper,"[Standing ATM Random Helper]"
ulmContainerATM3Secure,"Cash Terminal"
ulmContainerATM3Insecure,"Cash Terminal"
ulmContainerATM4Secure,"Cash Terminal"
ulmContainerATM4Insecure,"Cash Terminal"
ulmContainerATMTerminalRandomHelper,"[Cash Terminal Random Helper]"
ulmContainerATM5Secure,"ATM"
ulmContainerATM5Insecure,"ATM"
ulmContainerATM6Secure,"ATM"
ulmContainerATM6Insecure,"ATM"
ulmContainerATMOnWallRandomHelper,"[ATM Random Helper]"
ulmContainerATM7Secure,"Wall ATM"
ulmContainerATM7Insecure,"Wall ATM"
ulmContainerATM8Secure,"Wall ATM"
ulmContainerATM8Insecure,"Wall ATM"
ulmContainerATM9Secure,"Wall ATM"
ulmContainerATM9Insecure,"Wall ATM"
ulmContainerATMInWallRandomHelper,"[Wall ATM Random Helper]"
ulmContainerCollapsedTannery,"Destroyed Tannery"
ulmContainerCollapsedTanneryDesc,"Remains of a tannery, workstation for processing hides from various beasts."
ulmContainerNightstandClosed,"Nightstand"
ulmContainerNightstandClosedDesc,"Small cabinet designed to stand besides a bed or elsewhere for storing common household items or clothing."
ulmContainerNightstandOpen1,"Nightstand"
ulmContainerNightstandOpen1Desc,"Small cabinet designed to stand besides a bed or elsewhere for storing common household items or clothing."
ulmContainerNightstandOpen2,"Nightstand"
ulmContainerNightstandOpen2Desc,"Small cabinet designed to stand besides a bed or elsewhere for storing common household items or clothing."
ulmContainerNightstandOpen3,"Nightstand"
ulmContainerNightstandOpen3Desc,"Small cabinet designed to stand besides a bed or elsewhere for storing common household items or clothing."
ulmContainerChestOpen,"Broken Storage Chest"
ulmContainerChestOpenDesc,"This chest appears to be missing its lid."
ulmContainerChestHeroPlayer,"Reinforced Chest"
ulmContainerChestHeroPlayerDesc,"Can store a decent amount of items with modest protection level."
ulmContainerHardenedChestSecurePlayer,"Hardened Chest"
ulmContainerHardenedChestSecurePlayerDesc,"Very durable and spacey storage."
ulmContainerHardenedChestInsecurePlayer,"Hardened Insecure Chest"
ulmContainerHardenedChestInsecurePlayerDesc,"Very durable and spacey storage. Doesn't have a lock."
ulmContainerMunitionsBoxPlayer,"Munitions Box"
ulmContainerMunitionsBoxPlayerDesc,"Relatively secure container."
ulmContainerVault,"Vault"
ulmContainerVaultDesc,"Most secure container for all your most precious belongings. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,"Gun Safe"
ulmContainerGunSafePlayerDesc,"Good and reliable storage."
ulmContainerGunSafeInsecurePlayer,"Insecure Gun Safe"
ulmContainerGunSafeInsecurePlayerDesc,"Good and reliable storage. Doesn't have a lock."
ulmContainerStationChemistryCollapsed,"Collapsed Chemistry Station"
ulmContainerStationChemistryCollapsedDesc,"Mix and brew all sorts of mixtures and chemicals."
ulmContainerWorkbenchCollapsed,"Collapsed Workbench"
ulmContainerWorkbenchCollapsedDesc,"Allows you to craft more advanced items and blocks than with your bare hands."
ulmContainerSciFi01A,"Metal Container (Deco)"
ulmContainerSciFi01ADesc,"Decoration only, has no storage."
ulmContainerSciFi01ALoot,"Metal Container"
ulmContainerSciFi01ALootDesc,"Durable and spacey storage."
ulmContainerSciFi01ALootSecure,"Secure Metal Container"
ulmContainerSciFi01ALootSecureDesc,"Durable and spacey storage."
ulmContainerSciFi01ALootSecureSigned,"Signed Metal Container"
ulmContainerSciFi01ALootSecureSignedDesc,"Durable and spacey storage."
ulmContainerSciFi01B,"Metal Container (Deco)"
ulmContainerSciFi01BDesc,"Decoration only, has no storage."
ulmContainerSciFi01BLoot,"Metal Container"
ulmContainerSciFi01BLootDesc,"Durable and spacey storage."
ulmContainerSciFi01BLootSecure,"Secure Metal Container"
ulmContainerSciFi01BLootSecureDesc,"Durable and spacey storage."
ulmContainerSciFi01C,"Metal Container (Deco)"
ulmContainerSciFi01CDesc,"Decoration only, has no storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"Metal Container"
ulmContainerSciFi01CLootDesc,"Durable and spacey large storage. Dimensions (WxDxH): [decea3]2x1x1[-]"
